k1,ControlKey,0,4.95,4.77 4.77 5.08,4.55 4.73 5.06
c2,ControlKey,0,5.23,4.91 4.78 5.05,5.16 4.83 5.07
c3,ControlKey,0,4.34,5.16 4.83 5.07,4.91 4.79 5.05
b1,Bisect,0,857.99,5.59 5.00 5.08,5.36 5.53 5.43
b2,Bisect2,0,0.96,6.00 5.98 5.67,6.00 5.98 5.67
