# module src/L/Condensation.lagda.md
# in-fence lines 6676
# GHCRTS -A64m -I0 -M8g
# command agda --profile=definitions src/L/Condensation.lagda.md
# load before 3.54 / 3.42 / 3.54
# load after  3.84 / 3.57 / 3.58
# wall seconds 129.25
# exit 0
Checking L.Condensation (/Users/alsg/Agentic/Bedrock/src/L/Condensation.lagda.md).
Total                                          127,051ms 
L.Condensation.SubValSuccB2T.out                   177ms 
L.Condensation.UnaryShape.in'                      176ms 
L.Condensation.ExistAgree.Leaf.fwd                 172ms 
L.Condensation.UnShapeClosed._.target              170ms 
L.Condensation.ExistAgree.Leaf.bwd                 170ms 
L.Condensation.LeafAgree.ic-back                   164ms 
L.Condensation.LeafAgree.ic-out                    163ms 
L.Condensation.BndLeaf.all-bwd                     159ms 
L.Condensation.PropAgree.keyK₀                     149ms 
L.Condensation.ClosedAgree.back                    146ms 
L.Condensation.ClosedAgree.out                     144ms 
L.Condensation.KeyAgree._._.go₂                    140ms 
L.Condensation.BinFormAgree._._._.go₃              129ms 
L.Condensation.TmBranch._._.tagAt                  124ms 
L.Condensation.Lift12Back.back                     119ms 
L.Condensation.UnaryShape._.target                 118ms 
L.Condensation.ImpLeaf.yaBack                      118ms 
L.Condensation.ImpLeaf.ybBack                      116ms 
L.Condensation.AtomLeaf.fwd                        112ms 
L.Condensation.Lift12Back.s₁                       110ms 
L.Condensation.BinFormAgree._._._._.shape          106ms 
L.Condensation.Lift12Back.s₂                       104ms 
L.Condensation.BinFormAgree._._._.go₃              103ms 
L.Condensation.BinFrameAgree._.go                  102ms 
L.Condensation.SubValSuccB2T.back                  102ms 
L.Condensation.EnvSet.over→bnd                     100ms 
L.Condensation.Lift12Back.s₃                        94ms 
L.Condensation.SatGraphB.Δ₀-twelveB                 94ms 
L.Condensation.Lift12Out.out                        91ms 
L.Condensation.BotAgree.bot-in                      89ms 
L.Condensation.Lift12Back.s₄                        87ms 
L.Condensation.DomainAgree.out                      86ms 
L.Condensation.BothTmRel.out                        84ms 
L.Condensation.BothTmRel.back                       83ms 
L.Condensation.TagAgree._.go                        82ms 
L.Condensation.BinFrameAgree.out                    80ms 
L.Condensation.Δ₀-prAtL                             79ms 
L.Condensation.UnFrameAgree._.go                    77ms 
L.Condensation.Lift12Back.s₅                        77ms 
L.Condensation.AtomLeaf.tmV-in                      76ms 
L.Condensation.AtomLeaf.tmW-in                      74ms 
L.Condensation.UnFormAgree._._.go₂                  74ms 
L.Condensation.ExInRow.σL-out                       72ms 
L.Condensation.EnvSet.bnd→over                      71ms 
L.Condensation.AtomLeaf.tmV-out                     71ms 
L.Condensation.Lift12Back.s₆                        70ms 
L.Condensation.BndLeaf.tmIn                         70ms 
L.Condensation.AllInRow.σL-out                      69ms 
L.Condensation.UnFormAgree._._.go₂                  69ms 
L.Condensation.UnFormAgree._._._.shape              69ms 
L.Condensation.AtomLeaf.tmW-out                     64ms 
L.Condensation.PropAgree.opBack                     64ms 
L.Condensation.Lift12Back.s₇                        64ms 
L.Condensation.ImpRow.σL-out                        62ms 
L.Condensation.TmAgree.out                          62ms 
L.Condensation.EnvOneAgree.back                     62ms 
L.Condensation.OrRow.σL-out                         61ms 
L.Condensation.TmAgree.in'                          61ms 
L.Condensation.KeyAgree._._.hp                      61ms 
L.Condensation.SatGraphB.twelveB                    61ms 
L.Condensation.BndLeaf.tmOut                        61ms 
L.Condensation.DefinesAgree._.go                    60ms 
L.Condensation.AndRow.σL-out                        60ms 
L.Condensation.BinFormAgree._._._._.ks              59ms 
L.Condensation.UnFrameAgree.out                     59ms 
L.Condensation.KeyAgree._.go                        58ms 
L.Condensation.SatGraphB.Δ₀-satGraphB               56ms 
L.Condensation.EnvOneAgree.out                      55ms 
L.Condensation.DefinesAgree._._.eOne                54ms 
L.Condensation.Lift12Back.s₈                        54ms 
L.Condensation.BinFrameAgree._._.ks                 54ms 
L.Condensation.ExInRow.σL-in                        54ms 
L.Condensation.AllInRow.σL-in                       54ms 
L.Condensation.EqRow.σL-out                         53ms 
L.Condensation.BinFullDecode.binFull-out            53ms 
L.Condensation.MemRow.σL-out                        51ms 
L.Condensation.DefinesAgree._._.eB                  50ms 
L.Condensation.FstTmRel.back                        48ms 
L.Condensation.ImpRow.σL-in                         48ms 
L.Condensation.FstTmRel.out                         48ms 
L.Condensation.BndLeaf.bodyS                        47ms 
L.Condensation.ForallRow.σL-out                     47ms 
L.Condensation.Lift12Back.s₉                        47ms 
L.Condensation.UnFullDecode.unFull-out              47ms 
L.Condensation.DomainAgree.back                     46ms 
L.Condensation.NegRow.σL-out                        46ms 
L.Condensation.BndLeaf.bodySx                       46ms 
L.Condensation.KValue.facts                         45ms 
L.Condensation.BinFullDecode.binFull-in             45ms 
L.Condensation.EqRow.σL-in                          45ms 
L.Condensation.PropAgree.opOut                      45ms 
L.Condensation.TagAgree._.h'                        44ms 
L.Condensation.BinEnvDecode.binEnv-out              43ms 
L.Condensation.OrRow.σL-in                          43ms 
L.Condensation.BinShapeClosed.out                   43ms 
L.Condensation.Lift12Back.s₁₀                       42ms 
L.Condensation.DefinesAgree._.go                    42ms 
L.Condensation.AndRow.σL-in                         41ms 
L.Condensation.ImpLeaf.envSet-out                   41ms 
L.Condensation.MemRow.σL-in                         41ms 
L.Condensation.BotAgree.bot-out                     41ms 
L.Condensation.TmBranch._._._.tagPart               41ms 
L.Condensation.BinFormAgree._._.go₂                 40ms 
L.Condensation.ClauseDecode.existBnd-out            40ms 
L.Condensation.AtomLeaf.vK-lift                     40ms 
L.Condensation.BinFormAgree.out                     39ms 
L.Condensation.UnFrameAgree._._.ks                  39ms 
L.Condensation.SuccSndRel._.go                      39ms 
L.Condensation.UnFormAgree._._._.ks                 38ms 
L.Condensation.ImpLeaf.envSet-back                  38ms 
L.Condensation.BndLeaf.ex-drop-w                    38ms 
L.Condensation.BinFormAgree._.go                    38ms 
L.Condensation.BndLeaf.ex-lift-w                    38ms 
L.Condensation.Δ₀-bndBodyEx                         37ms 
L.Condensation.UnFullDecode.unFull-in               37ms 
L.Condensation.TopRow.σL-out                        36ms 
L.Condensation.ImpLeaf.envShift-back                36ms 
L.Condensation.Δ₀-bndBodyAll                        36ms 
L.Condensation.Clause.Δ₀-envBnd                     35ms 
L.Condensation.UnEnvDecode.unEnv-out                35ms 
L.Condensation.NegRow.σL-in                         35ms 
L.Condensation.ForallRow.σL-in                      34ms 
L.Condensation.SuccSndRel._._.zK                    34ms 
L.Condensation.ImpLeaf.envShift-out                 33ms 
L.Condensation.Δ₀-DefBodyB                          33ms 
L.Condensation.UnFormAgree.out                      33ms 
L.Condensation.UnFormAgree._.go                     33ms 
L.Condensation.ClauseDecode.existBnd-in             33ms 
L.Condensation.SatGraphB.satGraphB                  33ms 
L.Condensation.AtomLeaf.tWS                         32ms 
L.Condensation.OneSuccRel._.go                      32ms 
L.Condensation.BndLeaf.ex-drop-x                    32ms 
L.Condensation.BinEnvDecode.binEnv-in               31ms 
L.Condensation.UnShapeClosed.out                    31ms 
L.Condensation.BndLeaf.ex-lift-x                    31ms 
L.Condensation.WitnessAgree._._.wK                  31ms 
L.Condensation.TopRow.σL-in                         31ms 
L.Condensation.TagAgree.back                        31ms 
L.Condensation.AtomLeaf.tVS                         30ms 
L.Condensation.Δ₀-envHypU                           30ms 
L.Condensation.BinFormAgree._._.go₂                 30ms 
L.Condensation.BinaryShape.out                      30ms 
L.Condensation.SuccSndRel.back                      29ms 
L.Condensation.ImpLeaf.opBack                       29ms 
L.Condensation.BndLeaf.tVS                          29ms 
L.Condensation.ClauseDecode.σL-out                  29ms 
L.Condensation.Δ₀-envHypB2                          28ms 
L.Condensation.Δ₀-envHypB2T                         28ms 
L.Condensation.Δ₀-envHypT                           28ms 
L.Condensation.UnEnvDecode.unEnv-in                 28ms 
L.Condensation.PropAgree.coreS                      28ms 
L.Condensation.EnvOneAgree.bwd                      28ms 
L.Condensation.EnvOneAgree.fwd                      28ms 
L.Condensation.BotRow.σL-out                        27ms 
L.Condensation.OneSuccRel._._.zK                    27ms 
L.Condensation.WitnessAgree.back                    27ms 
L.Condensation.BinFormAgree._.go                    27ms 
L.Condensation.AtomLeaf.drop-w                      27ms 
L.Condensation.TmBranch._.go                        27ms 
L.Condensation.DomainAgree._.go                     26ms 
L.Condensation.UnBareDecode.unBare-out              26ms 
L.Condensation.KeyAgree._.go                        26ms 
L.Condensation.OneSuccRel.back                      26ms 
L.Condensation.AtomLeaf.drop-v                      25ms 
L.Condensation.TagAgree._.hp                        25ms 
L.Condensation.DefinesAgree.fwd                     25ms 
L.Condensation.AtomLeaf.lift-v                      24ms 
L.Condensation.ExistAgree.Leaf.bodyK                24ms 
L.Condensation.SubValB2T.out                        24ms 
L.Condensation.ExistAgree.Leaf.lift-x               24ms 
L.Condensation.DomainAgree.mem                      24ms 
L.Condensation.AtomLeaf.lift-w                      24ms 
L.Condensation.WitnessAgree.out                     24ms 
L.Condensation.ClauseDecode.σL-in                   24ms 
L.Condensation.TmBranch._._._.tz'                   23ms 
L.Condensation.DefinesAgree.bwd                     23ms 
L.Condensation.ExistAgree.Leaf.drop-x               23ms 
L.Condensation.AtomLeaf.wK                          22ms 
L.Condensation.BndLeaf.eK                           22ms 
L.Condensation.ExistAgree.Leaf.xB                   22ms 
L.Condensation.TmBranch._._.hTagB                   22ms 
L.Condensation.UnaryShape.out                       22ms 
L.Condensation.UnBareDecode.unBare-in               21ms 
L.Condensation.Δ₀-atomBodyB                         21ms 
L.Condensation.BotRow.σL-in                         21ms 
L.Condensation.UnFormAgree._.go                     21ms 
L.Condensation.Δ₀-shapesBS                          21ms 
L.Condensation.BothSameRel.out                      21ms 
L.Condensation.ExistAgree.Leaf.bodyC                21ms 
L.Condensation.ShapesAgree.back                     21ms 
L.Condensation.Δ₀-sucAtL                            21ms 
L.Condensation.SuccSndRel.out                       20ms 
L.Condensation.BothSameRel.back                     20ms 
L.Condensation.BndLeaf.ySat                         20ms 
L.Condensation.AtomLeaf.vK                          20ms 
L.Condensation.DefBodyB                             20ms 
L.Condensation.AllInAgree.φB                        20ms 
L.Condensation.OneSuccRel.out                       20ms 
L.Condensation.ImpLeaf.opOut                        20ms 
L.Condensation.BndLeaf.ex-drop-e                    20ms 
L.Condensation.AtomLeaf.tVM                         19ms 
L.Condensation.KValue.consed                        19ms 
L.Condensation.BndLeaf.xB                           19ms 
L.Condensation.AtomLeaf.tWM                         19ms 
L.Condensation.keyU                                 19ms 
L.Condensation.BndLeaf.wK'                          19ms 
L.Condensation.ExInAgree.φB                         18ms 
L.Condensation.Clause.envBnd                        18ms 
L.Condensation.BndLeaf.ex-lift-e                    17ms 
L.Condensation.ExistAgree.Leaf.exist-lift-step      17ms 
L.Condensation.ExistAgree.Leaf.exist-drop-step      17ms 
L.Condensation.SatGraphAgree._.eK                   17ms 
L.Condensation.EnvSet.app3                          17ms 
L.Condensation.EnvSet.app3'                         17ms 
L.Condensation.EnvSet.entryK                        16ms 
L.Condensation.TagAgree.out                         16ms 
L.Condensation.SatGraphAgree.sh3                    16ms 
L.Condensation.KeyAgree.back                        16ms 
L.Condensation.ExistAgree.Leaf.exist-lift           16ms 
L.Condensation.Δ₀-envBndGen                         16ms 
L.Condensation.extAtB→extAt                         16ms 
L.Condensation.TmBranch._.go                        15ms 
L.Condensation.BndLeaf.tVM                          15ms 
L.Condensation.Imp.Δ₀-impBndAt                      15ms 
L.Condensation.ExistAgree.Leaf.exist-drop           15ms 
L.Condensation.DefinesAgree.back                    15ms 
L.Condensation.EnvSet.app2                          15ms 
L.Condensation.BndLeaf.cSat                         15ms 
L.Condensation.ChainZ.xsingl∈prxy                   15ms 
L.Condensation.GraphEntry.bin                       14ms 
L.Condensation.succU                                14ms 
L.Condensation.And.Δ₀-andBndAt                      14ms 
L.Condensation.GraphEntry.un                        14ms 
L.Condensation.KValue.Kenv                          14ms 
L.Condensation.AllIn.Δ₀-allInBndAt                  14ms 
L.Condensation.Δ₀-arTagPairB                        14ms 
L.Condensation.Or.Δ₀-orBndAt                        13ms 
L.Condensation.KeyAgree.out                         13ms 
L.Condensation.Δ₀-arTagPairBS                       13ms 
L.Condensation.AtomLeaf.cSat                        13ms 
L.Condensation.DefinesAgree.out                     13ms 
L.Condensation.OneSameRel.back                      13ms 
L.Condensation.Δ₀-binFullAt                         13ms 
L.Condensation.Forall.Δ₀-forallBndAt                13ms 
L.Condensation.KeyAgree._._.te'                     13ms 
L.Condensation.UnFormAgree.back                     13ms 
L.Condensation.OneSameRel.out                       13ms 
L.Condensation.ExIn.Δ₀-exInBndAt                    12ms 
L.Condensation.BinFrameAgree.back                   12ms 
L.Condensation.ImpLeaf.yaCore                       12ms 
L.Condensation.Δ₀-propBodyB                         12ms 
L.Condensation.bndBodyEx                            12ms 
L.Condensation.BinFormAgree.back                    12ms 
L.Condensation._.d2                                 12ms 
L.Condensation.BinFrameAgree._._.bK                 12ms 
L.Condensation.EqAgree.φB                           11ms 
L.Condensation.EnvSet.memE-bnd                      11ms 
L.Condensation.ChainZ.entryK-tied-zK                11ms 
L.Condensation.EqAgree.cmp                          11ms 
L.Condensation.Δ₀-closedBS                          11ms 
L.Condensation.MemAgree.cmp                         11ms 
L.Condensation.MemAgree.φB                          11ms 
L.Condensation.ClauseAgree.out                      11ms 
L.Condensation.Δ₀-binEnvAt                          11ms 
L.Condensation.BndLeaf.xW                           11ms 
L.Condensation.ZeroPayRel.back                      10ms 
L.Condensation._.dt                                 10ms 
L.Condensation.EnvSet.out                           10ms 
L.Condensation.DefinesAgree.bodyM                   10ms 
L.Condensation.UnFrameAgree.back                    10ms 
L.Condensation.SubValB2T.back                       10ms 
L.Condensation.Neg.Δ₀-negBndAt                      10ms 
L.Condensation.ClauseAgree.back                     10ms 
L.Condensation.bndBodyAll                           10ms 
L.Condensation.ImpLeaf.ybCore                       10ms 
L.Condensation.KValue.i10                           10ms 
L.Condensation.ChainZ.xK'                           10ms 
L.Condensation.atomBodyB                            10ms 
L.Condensation.Δ₀-hasWitnessBS                      10ms 
L.Condensation.ImpAgree.φB                          10ms 

----- stderr -----

