floor1,42,0.63,0,4.14 3.99 5.06,4.29 4.03 5.06
floor2,0,0.73,0,4.01 3.98 5.03,4.25 4.03 5.04
prof1,0,3.26,0,4.95 4.20 5.08,4.95 4.20 5.08
prof2,0,137.45,0,3.89 4.02 4.98,3.65 4.02 4.85
int1,0,139.87,0,3.78 4.03 4.80,4.08 4.12 4.72
